CaseSize,Recommended,Governoratename,long,lat
1,Yes,Zarqa,36.0275,32.0007
1,No,Amman,35.9930,31.8663
2,Yes,Madaba,35.7867,31.7552
2,Yes,Amman,35.8555,31.8896
1,Yes,Amman,35.9431,32.0108
1,No,Amman,35.8503,32.0146
1,Yes,Amman,35.8725,32.0572
2,Yes,Amman,35.9652,31.9652
1,Yes,Mafraq,36.3623,32.3280
6,Yes,Irbid,36.0245,32.5589
2,No,Amman,35.9960,31.8589
4,Yes,Amman,36.0012,31.8812
1,Yes,Amman,35.8768,31.8841
1,Yes,Amman,35.9665,31.9535
3,No,Amman,35.9007,31.9962
1,Yes,Amman,35.9167,31.9557
5,No,Amman,35.9678,31.9273
1,No,Karak,35.6949,31.0942
2,No,Amman,35.9171,31.9731
4,Yes,Amman,35.9295,31.9818
7,Yes,Irbid,35.8377,32.5370
2,Yes,Amman,35.9282,31.8813
7,No,Balqa,35.8409,32.0692
1,Yes,Amman,35.8233,31.9611
4,Yes,Balqa,35.8423,32.0683
3,No,Amman,35.8315,31.9564
4,No,Amman,35.8233,31.9611
2,Yes,Mafraq,36.2154,32.3496
2,No,Amman,35.8272,31.8942
5,No,Amman,35.8977,31.9016
1,No,Amman,35.9338,31.9554
3,Yes,Irbid,35.8497,32.5406
6,Yes,Irbid,35.8526,32.5260
1,No,Amman,35.9302,31.9412
4,Yes,Mafraq,36.2046,32.3321
1,,Amman,35.8459,32.0251
1,No,Amman,35.8460,32.0251
1,No,Amman,35.9302,31.9414
3,No,Amman,35.8412,31.9453
3,Yes,Amman,35.8601,31.9742
3,No,Amman,35.8412,31.9453
1,No,Amman,35.9554,31.9065
1,No,Amman,35.8458,32.0289
5,Yes,Irbid,35.8329,32.5822
2,No,Amman,35.8674,31.9741
1,No,Amman,35.9445,32.0023
6,No,Amman,35.9000,31.9876
2,Yes,Amman,35.8961,31.9723
2,No,Amman,35.8997,31.9885
1,No,Amman,35.9911,31.9785
3,Yes,Mafraq,36.2237,32.3190
7,No,Amman,35.9409,31.8633
2,Yes,Amman,35.9487,31.9782
2,Yes,Amman,35.9358,31.9141
5,Yes,Jarash,35.8907,32.2642
2,No,Balqa,35.6281,32.2128
1,No,Amman,35.9223,31.9850
1,No,Amman,35.9612,31.9043
2,Yes,Amman,35.9631,31.9012
1,No,Amman,35.9838,31.9810
2,No,Amman,35.9623,31.9214
2,No,Amman,35.9255,31.9599
3,No,Balqa,35.7159,32.0290
1,Yes,Amman,35.8856,31.8653
3,No,Amman,35.9914,31.9907
4,Yes,Irbid,35.9100,32.5785
5,No,Amman,35.9369,31.9295
1,Yes,Amman,35.9914,31.9907
2,No,Amman,35.8387,31.9445
4,No,Balqa,35.8332,32.0470
5,Yes,Amman,35.9036,31.9301
1,No,Amman,35.9275,31.9605
3,No,Zarqa,36.1006,32.0894
2,No,Zarqa,36.1006,32.0894
1,Yes,Mafraq,36.2978,32.3055
1,Yes,Amman,35.9185,31.9849
4,Yes,Mafraq,36.5604,32.3135
1,No,Amman,35.9573,31.9788
8,Yes,Karak,35.7396,31.2035
4,No,Amman,35.9309,31.8790
2,No,Amman,35.9559,31.9556
4,Yes,Amman,35.9547,31.9673
2,Yes,Amman,35.9008,31.9962
2,Yes,Amman,35.8932,31.9826
2,No,Irbid,35.5812,32.2779
2,Yes,Amman,35.9161,31.9187
4,No,Balqa,35.6121,32.1420
4,Yes,Irbid,36.0181,32.5634
4,No,Madaba,35.7401,31.7167
6,Yes,Amman,35.8471,31.8907
1,Yes,Zarqa,36.0817,32.0446
1,No,Amman,35.8896,31.9976
3,No,Amman,35.8877,31.7693
1,No,Amman,35.8896,31.9971
2,No,Amman,35.9508,31.9090
4,No,Amman,35.9507,31.9091
5,Yes,Amman,35.9418,31.9386
1,No,Amman,35.8556,31.9912
1,Yes,Irbid,35.8497,32.5466
1,No,Amman,35.9926,31.8820
5,No,Amman,35.9367,31.9123
5,No,Amman,35.9482,31.9107
1,No,Amman,35.9640,31.9508
1,Yes,Amman,36.0651,31.8213
2,No,Amman,35.8877,31.7693
1,No,Amman,35.9660,31.9494
1,No,Amman,35.8467,32.0196
1,No,Amman,35.9723,31.8304
1,Yes,Amman,36.1482,31.7869
1,Yes,Irbid,35.8509,32.5424
1,Yes,Amman,35.9261,31.9303
1,No,Amman,35.9482,31.9108
3,No,Amman,35.8467,32.0196
2,No,Amman,35.9464,31.9502
2,Yes,Amman,35.9747,31.9555
2,Yes,Amman,35.9566,31.9599
5,Yes,Amman,35.8988,31.9309
2,No,Amman,35.8209,31.9491
2,No,Amman,35.8209,31.9491
1,Yes,Amman,35.9151,31.9621
6,Yes,Irbid,35.6871,32.4887
6,No,Amman,35.8582,31.9015
2,Yes,Amman,35.9221,31.8681
3,Yes,Amman,35.9387,31.9789
1,,Mafraq,36.2024,32.3420
3,No,Amman,35.9609,31.9472
5,No,Amman,35.9018,31.9219
1,Yes,Amman,35.7883,31.9667
1,No,Amman,35.8655,31.9857
3,No,Balqa,35.7249,32.0393
1,Yes,Amman,35.7883,31.9667
6,No,Irbid,35.9215,32.4328
1,No,Madaba,35.7960,31.7239
3,Yes,Amman,35.9832,31.9788
1,No,Amman,35.9276,31.9658
1,No,Amman,35.8392,31.8963
1,No,Amman,35.9276,31.9658
1,No,Amman,35.9229,31.9674
3,No,Amman,35.8209,31.9491
5,Yes,Amman,35.9371,32.0080
1,No,Madaba,35.7960,31.7239
1,No,Amman,35.9139,31.9805
3,Yes,Amman,35.9990,31.9827
2,Yes,Mafraq,36.1474,32.4347
1,No,Amman,36.0112,31.8707
5,Yes,Amman,35.8802,32.0414
1,No,Amman,35.9139,31.9805
1,No,Amman,35.8392,31.9475
2,Yes,Amman,35.9285,31.8610
2,Yes,Amman,35.7883,31.9667
6,Yes,Amman,35.9237,31.8676
5,Yes,Madaba,35.7924,31.7168
1,Yes,Zarqa,36.0256,32.0364
2,No,Amman,35.8204,31.9481
1,Yes,Irbid,35.8509,32.5424
4,No,Amman,35.9414,31.9883
3,No,Amman,35.8896,31.9977
5,No,Amman,35.8707,31.9469
1,Yes,Amman,35.9267,31.9612
2,Yes,Amman,35.9280,31.9257
1,No,Zarqa,36.0735,32.0689
3,Yes,Zarqa,36.0938,32.0736
1,Yes,Amman,35.9147,31.8724
1,Yes,Mafraq,36.1715,32.3635
2,Yes,Mafraq,36.2193,32.3122
6,Yes,Irbid,36.0181,32.5634
2,Yes,Mafraq,36.3132,32.4341
1,Yes,Zarqa,36.0983,32.0352
3,Yes,Mafraq,36.4783,32.2588
1,Yes,Mafraq,36.4783,32.2588
2,Yes,Mafraq,36.2100,32.3524
1,Yes,Zarqa,36.0759,32.0673
1,No,Amman,35.9007,31.9962
1,No,Amman,35.9231,31.9390
1,No,Amman,35.9298,31.9445
1,No,Zarqa,36.1001,32.0892
6,Yes,Irbid,35.8891,32.5523
1,Yes,Amman,35.8550,31.8876
1,No,Amman,35.8483,32.0219
3,Yes,Zarqa,36.0136,32.0196
2,Yes,Mafraq,36.1444,32.4291
1,Yes,Mafraq,36.1714,32.4164
3,Yes,Mafraq,36.2150,32.3457
1,Yes,Zarqa,36.0820,32.0681
2,Yes,Mafraq,36.3357,32.2947
1,Yes,Zarqa,36.0938,32.0735
4,Yes,Karak,35.7022,31.0378
3,Yes,Irbid,35.8533,32.5568
1,Yes,Zarqa,36.0938,32.0735
1,Yes,Zarqa,36.0938,32.0735
3,Yes,Mafraq,36.2043,32.3368
2,Yes,Mafraq,36.2062,32.2912
1,,Mafraq,36.6494,32.2562
1,Yes,Amman,35.8552,32.0194
2,No,Mafraq,36.2939,32.3074
9,No,Balqa,35.8315,32.0577
3,Yes,Balqa,35.8315,32.0577
1,Yes,Karak,35.5837,31.0593
2,Yes,Irbid,35.6789,32.4954
1,Yes,Mafraq,36.2939,32.3074
1,Yes,Zarqa,36.1084,32.1326
1,Yes,Karak,35.7109,31.1799
1,Yes,Mafraq,36.6494,32.2562
4,Yes,Mafraq,36.1981,32.5042
1,Yes,Amman,35.8549,31.8870
7,Yes,Zarqa,36.1076,32.0886
3,Yes,Zarqa,36.0965,32.0743
3,Yes,Zarqa,36.0966,32.0740
1,No,Amman,35.8227,31.9459
4,No,Irbid,35.8497,32.5375
3,Yes,Amman,35.9019,31.9307
3,Yes,Zarqa,36.0965,32.0746
3,Yes,Mafraq,36.0750,32.3714
1,Yes,Amman,35.8471,32.0299
3,No,Balqa,35.8462,32.0724
2,Yes,Amman,35.9251,31.9926
1,Yes,Amman,35.8460,32.0200
1,No,Amman,35.9205,31.9362
1,No,Amman,35.8162,31.9480
3,Yes,Zarqa,36.1014,32.0766
5,Yes,Irbid,36.0126,32.5564
2,Yes,Zarqa,36.0931,32.0605
4,Yes,Karak,35.7212,31.1730
1,No,Mafraq,36.2058,32.3522
1,Yes,Balqa,35.7593,31.9668
2,No,Balqa,35.8462,32.0725
1,No,Balqa,35.8462,32.0725
1,Yes,Amman,35.9263,31.9861
5,Yes,Mafraq,36.3766,32.2940
2,Yes,Zarqa,36.0924,32.0667
1,No,Amman,35.9165,31.9778
2,Yes,Irbid,35.9912,32.6261
1,Yes,Mafraq,36.2046,32.3321
3,Yes,Amman,35.9252,31.9841
1,No,Amman,35.9246,31.8893
1,No,Amman,35.9325,31.9737
2,No,Amman,35.9960,31.9780
2,Yes,Amman,35.8428,32.0165
1,,Zarqa,36.1056,32.0807
3,No,Zarqa,36.1045,32.0797
1,,Amman,35.9160,32.0010
1,Yes,Karak,35.6972,31.0646
1,Yes,Jarash,35.8857,32.3582
1,Yes,Mafraq,36.2065,32.3438
1,No,Amman,35.8977,31.9160
1,No,Mafraq,36.9393,32.1323
1,Yes,Mafraq,36.1992,32.3406
1,No,Amman,35.8453,32.0241
1,No,Amman,35.8493,32.0281
1,Yes,Karak,35.7021,31.0872
1,No,Zarqa,36.1032,32.0862
3,Yes,Amman,35.9341,31.9168
1,Yes,Amman,35.9285,31.9307
6,Yes,Irbid,35.8596,32.5420
6,Yes,Irbid,35.8445,32.5253
9,No,Amman,35.8193,31.8677
1,Yes,Amman,35.9352,31.8800
9,No,Amman,35.8193,31.8677
1,No,Karak,35.6967,31.0928
1,Yes,Amman,35.8830,32.0130
1,No,Amman,35.8481,32.0281
1,Yes,Zarqa,36.4238,32.0904
1,Yes,Zarqa,36.0955,32.0846
4,Yes,Amman,35.9342,31.9269
5,No,Amman,35.9215,31.9696
7,No,Irbid,35.8505,32.5396
1,No,Balqa,35.8460,32.0761
1,No,Karak,35.7456,31.3182
4,Yes,Mafraq,36.2137,32.3311
3,Yes,Mafraq,36.4063,32.2827
4,No,Amman,35.9792,31.8463
1,Yes,Amman,35.9454,31.9026
4,Yes,Mafraq,36.3846,32.2893
3,Yes,Mafraq,36.2006,32.3420
2,No,Amman,35.8159,31.9470
7,No,Amman,35.9300,31.8769
3,Yes,Irbid,35.8531,32.5598
5,Yes,Zarqa,36.0886,32.0557
3,Yes,Amman,35.8782,32.0511
1,No,Amman,35.9480,31.9111
6,Yes,Mafraq,36.3688,32.2980
10,Yes,Zarqa,36.1045,32.0797
4,No,Amman,35.8974,31.9900
6,Yes,Mafraq,36.3783,32.2922
4,No,Amman,35.8771,32.0204
2,Yes,Amman,35.9308,31.9696
7,Yes,Mafraq,36.3835,32.3226
3,Yes,Ajlun,35.6995,32.2929
1,No,Amman,35.8347,32.0293
5,Yes,Mafraq,36.2105,32.3434
2,No,Amman,35.9930,31.8663
10,No,Amman,36.0029,31.8483
3,Yes,Amman,35.9325,31.9738
1,No,Amman,35.8560,31.9638
3,No,Amman,35.8919,31.9708
10,Yes,Amman,35.9394,31.9576
6,Yes,Mafraq,36.2115,32.3439
1,Yes,Zarqa,36.0877,32.0652
6,Yes,Irbid,35.7286,32.5186
1,,Mafraq,36.1402,32.4248
1,No,Amman,35.8464,32.0197
6,Yes,Zarqa,36.0964,32.0646
2,Yes,Amman,35.9325,31.8660
2,Yes,Amman,35.9202,31.9737
1,Yes,Mafraq,36.3851,32.2940
1,Yes,Zarqa,36.0137,32.0106
1,Yes,Madaba,35.7892,31.7101
1,No,Amman,35.9972,31.9019
10,Yes,Zarqa,36.0349,32.0109
2,Yes,Irbid,35.7854,32.5161
2,Yes,Mafraq,36.3851,32.2939
1,Yes,Mafraq,36.2133,32.3267
6,,Irbid,36.0200,32.5333
3,No,Amman,35.8381,31.9505
3,Yes,Zarqa,36.0787,32.0807
2,Yes,Karak,35.7114,31.1787
1,Yes,Zarqa,36.0965,32.0782
1,Yes,Amman,35.9606,31.9666
1,Yes,Amman,35.8771,32.0296
1,Yes,Mafraq,36.2001,32.5085
5,Yes,Irbid,35.6789,32.4954
1,,Zarqa,36.0224,32.0165
1,Yes,Zarqa,36.0813,32.0291
1,,Mafraq,36.2864,32.1566
2,Yes,Amman,35.9703,31.9330
3,Yes,Amman,35.9682,31.8953
1,No,Amman,35.8612,31.9689
1,No,Amman,35.8177,31.9476
3,No,Amman,35.8182,31.9434
1,No,Amman,35.8209,31.9491
2,No,Amman,35.8248,31.9525
1,Yes,Irbid,35.7854,32.5161
3,No,Amman,35.8246,31.9520
2,No,Amman,35.8159,31.9470
3,No,Amman,35.8774,32.0609
1,Yes,Amman,35.9589,31.9669
5,Yes,Amman,35.9375,31.9244
1,Yes,Zarqa,36.0815,32.0447
2,Yes,Irbid,35.5863,32.2707
2,Yes,Amman,35.9463,31.9192
2,Yes,Amman,36.0251,31.9252
3,Yes,Amman,35.9581,31.9125
3,Yes,Irbid,35.8941,32.5008
3,Yes,Zarqa,36.0997,32.0390
2,No,Amman,35.7895,31.9526
2,Yes,Mafraq,36.3075,32.1864
1,,Amman,35.9581,31.9125
1,No,Amman,35.9186,31.9346
4,No,Zarqa,36.0997,32.0390
1,Yes,Zarqa,36.0815,32.0447
1,No,Amman,35.8786,31.9472
3,Yes,Amman,35.8715,32.0301
1,Yes,Zarqa,36.0815,32.0447
1,No,Irbid,35.8472,32.5664
1,Yes,Amman,35.9463,31.9192
1,No,Amman,35.8593,32.0170
1,No,Amman,35.9001,31.9436
3,No,Amman,35.8791,32.0014
1,Yes,Amman,35.8762,32.0626
1,No,Amman,35.8400,32.0263
4,Yes,Amman,35.9454,31.9026
2,Yes,Amman,35.8712,32.0572
1,No,Amman,35.8629,32.0159
1,No,Amman,35.9599,31.9618
4,Yes,Irbid,35.8425,32.5486
5,No,Irbid,35.9215,32.4328
1,No,Amman,35.8582,31.9835
6,Yes,Amman,35.9809,31.9566
1,Yes,Amman,35.9874,31.9511
1,Yes,Amman,35.9566,31.9599
6,No,Balqa,35.7238,32.0346
1,No,Amman,36.0111,31.8818
5,Yes,Amman,35.8997,31.9484
1,Yes,Amman,35.9586,31.8995
2,Yes,Amman,35.9566,31.9598
1,Yes,Amman,35.9830,31.9877
2,No,Irbid,35.8973,32.5556
1,Yes,Amman,35.8574,31.9835
1,No,Balqa,35.7256,32.0444
1,No,Balqa,35.7283,32.0410
2,Yes,Balqa,35.7256,32.0444
1,No,Amman,35.8667,31.9559
1,No,Balqa,35.7191,32.0520
4,Yes,Mafraq,36.3028,32.1915
1,No,Amman,35.8391,32.0263
5,Yes,Amman,35.9398,31.9180
1,No,Amman,36.0061,31.8588
5,Yes,Irbid,35.7617,32.6145
1,Yes,Amman,36.0729,31.8589
3,Yes,Amman,35.9641,31.9548
2,Yes,Mafraq,36.1768,32.4708
3,Yes,Amman,35.9053,31.9714
4,No,Amman,35.8168,31.9463
1,Yes,Amman,35.8799,32.0051
7,No,Amman,35.8183,31.9485
1,Yes,Amman,35.9179,31.9192
4,,Amman,35.8172,31.9460
6,Yes,Amman,35.9388,31.9023
5,No,Ajlun,35.7906,32.4045
1,No,Amman,35.8352,31.8143
5,Yes,Amman,35.8427,32.0237
1,No,Balqa,35.7245,32.0395
2,No,Amman,35.8576,32.0227
1,Yes,Balqa,35.5688,32.0073
2,Yes,Amman,35.9239,31.9720
1,No,Amman,35.8670,32.0158
5,Yes,Amman,35.8288,31.9559
1,Yes,Amman,35.8708,31.9860
3,Yes,Amman,35.9474,31.9879
9,Yes,Irbid,35.7991,32.5504
3,No,Jarash,35.9027,32.2855
4,Yes,Amman,35.8776,32.0603
4,No,Amman,35.8655,31.9857
1,No,Amman,35.8654,32.0220
1,No,Amman,35.8404,32.0237
1,Yes,Amman,35.8349,31.9568
3,Yes,Amman,35.8422,32.0211
1,No,Amman,35.8713,32.0328
1,Yes,Amman,35.9922,31.9881
2,Yes,Amman,35.8000,31.8733
5,Yes,Irbid,35.9877,32.5461
1,Yes,Mafraq,36.2942,32.3049
1,Yes,Amman,35.9950,31.8801
6,Yes,Amman,35.9430,31.9270
1,Yes,Amman,35.9950,31.8801
1,Yes,Amman,35.9388,31.9422
1,Yes,Amman,35.9693,31.9618
6,Yes,Mafraq,36.4395,32.2725
2,,Amman,35.9164,31.9041
1,Yes,Amman,35.8462,32.0279
1,No,Karak,35.7025,31.0653
7,Yes,Irbid,35.7844,32.5651
1,Yes,Amman,35.8382,32.0260
4,No,Balqa,35.5809,32.0694
10,Yes,Balqa,35.7268,32.0407
1,No,Amman,35.8462,32.0281
1,No,Amman,35.8383,32.0260
1,Yes,Amman,35.8215,31.9568
1,No,Amman,35.8551,32.0194
1,No,Amman,35.8225,31.9504
1,Yes,Amman,35.9280,31.9257
1,No,Amman,35.9442,31.9192
9,Yes,Irbid,35.9441,32.6156
2,Yes,Zarqa,35.9477,32.0742
1,Yes,Zarqa,36.0885,32.0404
6,Yes,Amman,35.8207,31.9484
2,Yes,Amman,35.8235,31.9530
1,Yes,Amman,35.9571,31.9652
2,No,Amman,35.9280,31.9256
1,Yes,Amman,35.9280,31.5923
1,No,Amman,35.8922,31.9872
1,Yes,Amman,35.9280,31.5923
1,No,Amman,35.9520,31.9178
1,Yes,Irbid,35.8072,32.5335
1,No,Amman,35.9169,31.9389
1,No,Madaba,35.7978,31.7110
1,Yes,Amman,35.9280,31.9257
1,Yes,Amman,35.9169,31.9389
5,No,Amman,35.8587,31.9743
2,No,Amman,35.9573,31.9602
2,No,Amman,35.8615,31.9746
1,Yes,Amman,35.9281,31.9421
5,Yes,Amman,36.0139,31.8716
2,No,Amman,35.8582,31.9753
4,Yes,Irbid,35.7531,32.6705
1,No,Amman,35.8915,31.9850
1,No,Amman,35.9190,31.9381
1,No,Amman,35.8657,31.9571
1,,Amman,35.9566,31.9598
2,Yes,Amman,35.9093,31.9432
1,No,Amman,35.9190,31.9381
1,No,Amman,35.8922,31.9872
1,Yes,Amman,35.9667,31.9406
5,Yes,Amman,35.9681,31.9387
1,No,Amman,35.8183,31.9485
1,Yes,Irbid,35.9070,32.5263
7,Yes,Irbid,35.7844,32.6484
2,No,Amman,35.9334,31.9623
1,Yes,Amman,35.9877,31.9068
3,No,Amman,35.8242,32.0288
1,No,Amman,35.9169,31.9389
1,No,Amman,35.8400,32.0263
1,No,Amman,35.8404,32.0237
2,Yes,Balqa,35.8340,32.0380
4,Yes,Amman,35.9261,31.9303
1,Yes,Amman,35.8642,32.0131
1,Yes,Amman,35.8315,31.9462
5,No,Ajlun,35.7329,32.2433
1,No,Amman,35.9690,31.9583
1,No,Balqa,35.7093,32.1383
5,No,Amman,35.8590,32.0163
5,Yes,Amman,35.8376,32.0281
1,Yes,Zarqa,36.0116,32.0089
9,Yes,Amman,35.8376,32.0281
2,Yes,Tafilah,35.5975,30.8243
1,No,Zarqa,36.0583,32.0219
1,No,Amman,35.9376,31.9302
6,No,Amman,35.8852,32.0163
3,No,Irbid,35.7858,32.4342
1,Yes,Amman,35.8852,32.0163
5,No,Amman,35.8502,32.0284
1,No,Amman,35.9521,31.9178
1,No,Amman,35.8852,32.0163
1,Yes,Amman,35.8852,32.0163
1,Yes,Ajlun,35.6593,32.3616
2,,Karak,35.6952,31.0810
5,No,Ajlun,35.6594,32.3617
1,No,Amman,35.9742,31.9499
1,Yes,Amman,36.0101,31.8800
3,Yes,Irbid,35.8454,32.5383
3,Yes,Amman,35.8312,31.8452
4,No,Balqa,35.7093,32.1383
2,No,Amman,35.8158,31.9481
4,No,Amman,35.9069,31.9330
5,No,Amman,35.8785,32.0043
1,Yes,Mafraq,36.2075,32.3228
6,No,Amman,35.8830,32.0030
2,Yes,Zarqa,35.9933,32.0106
1,No,Amman,35.9785,31.9377
6,No,Amman,35.9049,31.9025
1,Yes,Ajlun,35.8484,32.3670
3,Yes,Amman,35.9479,31.9397
4,Yes,Amman,35.9280,31.9257
1,No,Amman,35.8589,31.8903
1,Yes,Zarqa,36.0783,32.0220
1,No,Amman,35.8589,31.8903
5,No,Amman,35.8580,31.9448
3,No,Madaba,35.7960,31.7239
1,No,Amman,35.8415,32.0266
3,Yes,Amman,35.8389,32.0279
1,No,Balqa,35.7283,32.0492
4,Yes,Irbid,36.0040,32.5608
1,No,Amman,35.8589,31.8903
7,Yes,Amman,35.8466,32.0281
3,Yes,Balqa,35.7747,32.0040
1,No,Amman,35.8415,32.0266
3,No,Amman,35.8543,31.9887
1,No,Amman,35.8877,31.7693
4,Yes,Amman,35.8466,32.0281
5,No,Amman,35.8400,32.0263
4,Yes,Amman,35.8598,32.0161
4,Yes,Amman,35.8597,32.0161
4,Yes,Irbid,35.8936,32.5059
1,Yes,Amman,35.8415,32.0266
3,No,Amman,35.9284,31.9720
3,No,Amman,35.9593,31.9537
2,Yes,Irbid,35.8360,32.5635
1,No,Amman,35.8429,31.8926
1,No,Madaba,35.7989,31.7179
1,No,Amman,35.8289,31.9465
2,No,Amman,35.9486,31.9210
1,No,Amman,35.8211,31.9492
2,No,Amman,35.9327,31.8644
3,Yes,Irbid,35.9391,32.6100
1,No,Amman,35.8612,32.0140
1,No,Amman,35.8472,32.0281
2,No,Amman,35.8877,31.7693
4,Yes,Amman,36.0076,31.8679
2,No,Amman,35.8462,31.9067
1,Yes,Amman,35.9576,31.9546
1,No,Amman,35.8429,31.9033
3,No,Amman,35.9416,31.9010
1,Yes,Amman,35.9168,31.9613
8,No,Amman,35.9901,31.9870
4,Yes,Irbid,35.8423,32.5487
1,Yes,Amman,35.9271,31.9330
7,No,Amman,35.9283,31.9256
2,Yes,Zarqa,36.2548,32.1073
3,Yes,Zarqa,36.1299,32.0102
5,Yes,Zarqa,36.1129,32.0290
1,Yes,Mafraq,36.2071,32.3409
2,Yes,Zarqa,36.0970,32.0855
1,Yes,Amman,35.8667,32.0433
1,Yes,Mafraq,36.2959,32.3032
1,,Mafraq,36.4438,32.3069
9,Yes,Irbid,35.7308,32.5201
2,Yes,Zarqa,36.0114,32.0075
4,Yes,Mafraq,36.3614,32.3678
9,Yes,Mafraq,36.3669,32.3051
4,Yes,Mafraq,36.1846,32.4117
2,Yes,Mafraq,36.1965,32.3378
1,Yes,Mafraq,36.2901,32.3114
1,Yes,Zarqa,36.0889,32.0817
4,No,Amman,35.8237,31.9510
2,Yes,Zarqa,35.9422,32.1536
2,No,Amman,35.8246,31.9517
6,,Mafraq,36.1540,32.3751
4,No,Irbid,35.8423,32.5487
4,No,Amman,35.8246,31.9517
3,Yes,Madaba,35.7942,31.7189
1,Yes,Mafraq,36.1969,32.3281
6,Yes,Amman,35.9463,31.9192
3,Yes,Zarqa,36.1016,32.0400
1,No,Amman,35.9365,31.9251
4,Yes,Amman,35.8381,32.0254
4,Yes,Amman,35.9584,31.9546
6,Yes,Amman,35.9351,31.9598
8,Yes,Amman,35.8806,32.0152
7,Yes,Karak,35.7728,30.9893
4,No,Amman,35.9165,31.9775
7,Yes,Mafraq,36.3308,32.3794
1,Yes,Zarqa,36.0916,32.1559
3,Yes,Amman,35.8555,31.8896
2,Yes,Zarqa,36.0775,32.0849
1,Yes,Amman,35.9888,31.9856
1,Yes,Amman,35.9486,31.9311
1,No,Amman,35.9789,31.9989
3,,Mafraq,36.3602,32.3023
1,Yes,Mafraq,36.3232,32.3998
1,Yes,Mafraq,36.3451,32.3749
6,Yes,Amman,35.8088,31.7965
1,Yes,Amman,35.9825,31.9823
1,No,Amman,35.9321,32.0041
1,No,Amman,35.8820,32.0254
2,Yes,Amman,36.0168,31.8682
1,Yes,Amman,35.8745,32.0521
1,No,Madaba,35.7961,31.7165
7,Yes,Amman,36.1972,31.7598
1,Yes,Mafraq,36.1955,32.3290
1,Yes,Mafraq,36.3423,32.2101
2,No,Irbid,35.8423,32.5487
2,Yes,Amman,35.8293,32.0304
3,Yes,Zarqa,36.0986,32.0380
2,No,Mafraq,36.1045,32.1983
6,Yes,Zarqa,36.0955,32.0962
1,Yes,Zarqa,36.1042,32.0983
5,Yes,Zarqa,36.1042,32.0983
1,Yes,Mafraq,36.1691,32.4165
5,Yes,Mafraq,36.2154,32.3366
5,Yes,Amman,35.9602,31.9542
4,No,Karak,35.6967,31.1028
4,No,Irbid,35.8313,32.5495
3,Yes,Amman,35.8619,32.0225
4,Yes,Amman,35.8359,31.9495
1,Yes,Amman,35.9479,31.9333
1,Yes,Amman,35.8371,31.9481
10,No,Zarqa,36.0913,32.0688
4,Yes,Zarqa,36.0116,32.0089
1,Yes,Mafraq,36.2086,32.3174
6,No,Karak,35.7011,31.0572
5,Yes,Zarqa,36.0116,32.0089
5,No,Madaba,35.7940,31.7241
2,Yes,Irbid,35.7876,32.6640
3,Yes,Mafraq,36.2988,32.3074
1,No,Amman,35.8445,32.0273
1,No,Amman,35.9160,31.9255
3,No,Amman,35.8445,32.0273
4,No,Amman,36.0066,31.8660
1,No,Amman,35.9407,31.8972
1,Yes,Amman,35.9572,31.9060
1,No,Amman,35.9110,31.9370
6,No,Amman,35.9400,31.6999
1,No,Balqa,35.8273,32.0327
5,Yes,Irbid,35.9953,32.5670
8,Yes,Balqa,35.8680,32.0774
1,No,Amman,35.9594,31.9546
1,No,Amman,35.8451,32.0275
1,No,Amman,35.9360,31.9586
3,No,Amman,35.9513,31.7041
4,No,Amman,35.8640,32.0257
5,No,Amman,35.9368,31.9824
4,Yes,Balqa,35.8349,32.0320
3,Yes,Amman,35.8581,31.9452
4,No,Madaba,35.8021,31.7295
3,No,Irbid,35.9953,32.5670
3,Yes,Amman,35.9029,31.9536
3,No,Madaba,35.8138,31.7165
2,No,Amman,35.8355,32.0294
3,No,Madaba,35.7889,31.7230
1,No,Balqa,35.7262,32.0421
2,No,Amman,35.9399,31.9017
4,No,Amman,35.9091,31.9432
1,Yes,Amman,35.9419,31.9483
1,Yes,Amman,35.9547,31.9801
6,Yes,Amman,35.9707,32.0071
6,Yes,Irbid,35.9393,32.6099
9,No,Amman,35.9549,31.9622
1,Yes,Zarqa,36.0682,32.0674
2,Yes,Zarqa,36.0129,32.0084
1,Yes,Amman,35.9389,31.9725
1,Yes,Amman,35.9217,31.8942
1,No,Tafilah,35.6463,30.8465
9,Yes,Mafraq,36.2076,32.3485
1,Yes,Amman,35.9477,31.8667
1,No,Balqa,35.7093,32.1383
1,No,Zarqa,36.0965,32.0757
5,No,Irbid,35.7138,32.5355
1,No,Amman,35.9390,31.9725
1,No,Zarqa,36.0979,32.0775
1,No,Zarqa,36.0981,32.0774
3,No,Amman,35.8537,32.0198
1,Yes,Amman,36.0071,31.8725
1,No,Amman,35.9460,31.9840
1,No,Amman,35.8728,31.9924
1,No,Amman,35.8728,31.9924
1,No,Amman,35.9497,31.9684
1,Yes,Zarqa,36.1259,32.0607
3,Yes,Irbid,35.8490,32.5251
5,Yes,Irbid,35.7746,32.6649
1,No,Amman,35.9457,31.9807
1,Yes,Amman,35.9750,31.9424
1,Yes,Amman,35.9729,31.9489
2,Yes,Amman,35.9639,31.9612
3,No,Madaba,35.8081,31.5972
4,No,Amman,35.9046,31.9521
7,Yes,Amman,35.9245,31.9355
1,No,Amman,35.9245,31.9355
1,,Zarqa,36.0905,32.0558
4,Yes,Amman,35.8599,32.0243
3,No,Irbid,35.7746,32.6649
2,No,Amman,35.8599,32.0292
